Emotion,Text
worry,අනේ කෙල්ලේ මම ගොඩක් කලකිරිලා ඉන්නවා ඒත් මට කියන්න ඕනේ මට මගේ කට්ටලය එකට ගන්න පුළුවන් වෙන්න ඊළඟ සති අන්තයේ මට ෆ්ලයර් එකක් ලැබුණා
worry,හරිම කරකැවිල්ලක් දැනෙනවා
neutral,ලෝහ ආම්පන්න ඝන ගීතය සොරකම් කළා කියලා මට විශ්වාස කරන්න බැහැ මම ගොඩක් කලකිරුණා
neutral,මම හාපර්ස් දූපත බලමින් හිටියා හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි හි
neutral,කේක් කෑල්ල ලැබුණා
sadness,අනේ
worry,මගේ ශුභවාදී දේවල් අපි හැමෝටම හොඳ වේවි කියලා අහන්න ලැබීම ගැන මට කණගාටුයි
neutral,ඔයාව රවට්ටන්න මට සති විතරයි තියෙන්නේ
worry,මට සිස්ටික් තියෙනවා ඇස්වල කඳුළු ආසාදනයක් නිසා මගේ ඇහේයි මූණෙයි ඉදිමිලා රිදෙනවා
happiness,යෝජනාව අගය කරනවා දැන් සතියක් වෙනවා තාමත් මුදල් ආපසු ඉල්ලන්න කාලයයි
worry,මම දැන් ඒ ජරාව කරනවා මම නිවාඩුවට ගිහින් ඔයා මාව වැඩට දැම්මා
worry,කෙල්ලෙක් මොට කෙනෙක් මගේ සිතුවිලි වල හරිම මෝඩයි දැන් මට ආතතිකාරක කිහිපයක් සමඟ ඇත්තෙන්ම හොඳ දවසක් තිබුණා ගෙදර එන්න
empty,ඇත්තටම ඇත්තටම කම්මැලියි මම නිදාගන්නවා කියලා මම හිතනවා
worry,මම හිතන්නේ මගේ උගුර ඇත්තටම රිදෙනවා
worry,ගිණුම් කරන ආකාරය තව ටිකක් එකතු කරනවා කෙටි කාලීනව පීඩනය හොඳයි නමුත් හොඳින් මුහුණ දෙන්න
worry,මගේ කාමර සගයා මාව නොසලකා හැරීමට කැමතියි
sadness,කවුරුත් ඒක අල්ලගත්තා කියලා මම හිතුවේ නැහැ
sadness,තාමත් ඒකට බැටළු පැටවෙක් නැති එක කණගාටුවට කරුණක්
hate,ආ හැමෝටම ඇරෝයෝ පවුල වෙනුවෙන් යාච්ඤා කරන්න
sadness,අනේ එක විනාඩියක්වත් පරක්කු නැහැ ඕ හොඳයි
boredom,ඕහ් ඔයාට රහස කියන්න බෑ
sadness,කමක් නෑ
neutral,මට කේක් කෑල්ල අමතක වෙලා නිසා ගෙදර ආපහු යනවා
surprise,ඔයා දියවැඩියා රෝගියෙක් ඒ වගේම මගේ තාත්තා ඇම්ප් මටත් විශ්වාස නැහැ ඔයාට තාමත් දවස පුරාම සීනි කන්න අවසර තියෙනවද කියලා
sadness,මම සිකුරාදා රෑ ලයිට් වල පළවෙනි කතාමාලාවේ නියමුවා හරහා යන්න හදනවා අනේ දෙවියනේ ටිෂූ එක පාස් කරන්න
neutral,අද උදේට වැඩ කරනවා
hate,සිකුරාදා රෑ ලයිට් වල පළමු කතාමාලාවේ නියමුවා හරහා යන්න මම උත්සාහ කරනවා අනේ දෙවියනේ ටිෂූ එක පහු කරන්න
sadness,පසුගිය ගිම්හානයේ ආරම්භයේදී තිබුණු ආකාරයට දේවල් ආපසු යන්න මම කැමතියි
love,තවදුරටත් සංවර්ධනයක් අත් අඩංගුවට ගත්තේ නැහැ මට දුකයි
worry,ඊව් අකමැතියි
neutral,ආව් ඔයා මාව අෆ්ලො කරන්නේ නැද්ද එහෙනම් මම අඬනවා
worry,මගේ කාමර සගයා මාව නොසලකා හැරීමට කැමතියි
worry,ඇගේ කර්ම ලකුණු බවට පත් වුණේ ඇයි කියලා පුදුමයි
worry,ඔයා හොඳින්ද
worry,අනුමාන කරන්න බෑ
sadness,අපි
hate,මට කේක් කෑල්ල අමතක වෙලා නිසා ගෙදර එන්න
worry,මගේ කාමර සගයා මාව නොසලකා හැරීමට කැමතියි
worry,බර්නෙට් එළියට එනවා කිසිවෙකු යන්නේ නැති උතුරට යන එක
worry,සහ ඔවුන්ගේ පළමු හැඟීම් මාරු කරන සියලුම කාන්තාවන් ලිංගිකත්වය අඩු තර්ජනාත්මක මිනිසෙකු කෙරෙහි මාතෘත්වය ඔහු තරම්ම දුර්වලයි
love,මම ඉක්මනින්ම නිදාගන්නවා
worry,ඒක නම් එපා
sadness,ඇත්තටම නිදිමත නැහැ නැවතත් නිවැරදි වචනය එතරම් වැඩක් නැහැ
sadness,මම මගේ වයස පෙන්වමින් අලුත් කළා මගේ ටැග් ගිය සතියේ වැටුණා මගේ රක්ෂණ අලුත් කිරීමේ ඊමේල් එක අද වැටුණා මට වයසට යන්න ඕන නැහැ
worry,හොඳයි
worry,මට හරිම අපහසුතාවයක් දැනෙනවා තවත් බල්ලෙක් නැහැ
neutral,මම දැන් ඒ ජරාව කරනවා මම නිවාඩුවක් ගත කරනවා ඔයා මාව වැඩට යැව්වා
worry,මම මුදල් ආපසු ගෙවන්නේ නැහැ නමුත් ඔවුන් ගිණුම් නැවත ලබා ගන්නවා සොරා හැක් කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
neutral,හූස්ටන් ටිකට්පත් තියෙන කෙනෙක් එක්ක අපිට හුවමාරු කරගන්න ඕන නමුත් කවුරුත් එහෙම කරන්නේ නැහැ
neutral,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකිනකොට මට වෛරයි ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි ඒක හොඳයි අන්තිමට බබා තමයි දුක් විඳින්නේ
