cleaned_content,sentiment
should probably do some house work for my mummy think id better would cook dinner but im a shit cook lol xx,boredom
hey you change your twitter account and you didnt even tell me,surprise
finally getting sleepy right when the sky brightens figures gnimorning,anger
graduation tonight im gonna miss my boysmikey dustin miles charlie travy nicky john jake all my boysi love you guys,love
i hate how ms makes me feel i cant control my legs nite amp am in too much pain its driving me crazy anyone else get those moments,worry
i used to be but that was a while ago now your argument is pretty sound for a trolley pusher,anger
uber bored atm after out of the blue will have shower then watch house or numbrs vid then csi csi ny bones double yay,empty
wish my headachealmost migraine would go away,anger
ok ermm ill meet you in the gym at half four then,enthusiasm
im sad i cant go it makes me sad,sadness
when you wake up tweet me and let me know when ur on msn i really need to talk to you miss you,sadness
ah nick youve set the vid to private do you not want everyone see it or has it been a mistake,surprise
right im off for a shower my little treasures ill see you later on,empty
yea but thats an old pic she looks a lot different nowshe turned into such a beautiful women i miss her a lot,love
cant believe he has to wait till october to see quotupquot when americans get to see it this weekend,surprise
pls play journey dont stop believin by journey for thanks,love
sorrybut i bet they arent that bad,relief
scrub and moisturize doesnt even sounds like showering maybe u should be inclined to follow me en rephael,surprise
aw now wheres that little asian girl who runs round pooping her pants in public i miss laughing at her,boredom
going crazy super head ach from hell and my the in laws have ben here since this morning ahhhh,boredom
is still stuck in the office working,boredom
i am wonderfullll i went to the ppooool i forgot my floatiez though,relief
sometimes people never learn to shut up and stop talking shit,hate
sam and sean are teasing me saying they are gonna get wings without me,anger
wishes you hadnt teased me with movie night,sadness
i made a vid for you proving my skills that you denied but my step dad said hed disown me if i posted it sowey,surprise
yes i cant find one my curve,empty
yer oh thats gay cause u hell need to post more haha so we can talk,hate
very content with my life at the moment,happiness
xbox broke hope you enjoy playing vs i waslooking forward to that,sadness
had a kickass day full of seaworld retarded year old guys and xmen origins win day,anger
its a great movie my best is the welsh flatmate,fun
love the song quottogetherquot thats quothisquot song for mewell i think its still is,love
nearly grand prix time,neutral
flu or allergy doesnt matter just try to squeeze my sundayyyy,relief
success another paper demolished the rock god lives on morewell to go yes out to celebrate awesomeness,love
just found out my parents are putting down my dog tomorrow morning upset,anger
thanks none close to me,anger
thanks so much for the belated followfriday shout out payingitforward,happiness
thanks scared of dentists looks like i am going to have to get over it and go,neutral
zwarte maillot,empty
hes my mothers favorite it was so hard telling her,empty
quotpuke in my mouthquot the brilliant response to jizz in my pants over the top wrong,worry
just joined twitter hehe,enthusiasm
da i hit u back and told u yso please read it and pray before u decide,relief
doesnt know how to pimp out here twitter page,neutral
has no idea wtf twitter is about but willing to give it a go going out for a bit,fun
i wish i had friends i could spend the night with,worry
chino gentleman jack is pouting because mommy is gone to dinner,empty
glorious day in glasgow for a change and im working too much to do to even contemplate knocking off early,empty
when u get a chance can u post a video of tinkerbell saying peekaboo i kinda wana hear him say it,empty
can you get me a sub from subway when ur on your way home,neutral
rode the moped to the mall fun stuff its flippin gorgeous out im sad that is sick,sadness
what did i do to you sheesh,anger
polly scattergoods new single out today download the please dont touch ep on itunes its ace,enthusiasm
i was just at sky harbor on friday how are you,fun
yea running on hours lets do this test,fun
very bad thingsi need to stop thinking,anger
aww me too annoying,worry
thanks man i really appreciate the kind words,relief
on the way home no sleep makeup and pedicure then graduation ceremony,sadness
tabu how ive missed you,love
thats cause ovie is the one man team and when they show pens highlights its the whole because we have more than superstar,relief
happy may day and star wars day,surprise
my teeth and my eye hurt someone make them feel better,worry
this time there is a theme and it is quotpurplequot,neutral
justits quiet a bit of it tbh xd,neutral
thank you,love
bill likewise it was a pleasure next time we should spend more time talking ims,love
am screw it im going to bed one love,boredom
sad miss my friends,sadness
am now a member of international thespian society troupe now if i can only make my family stop fightingsigh,relief
im going to watch it now,neutral
should be coming out of hospital today,relief
youre the third person to ask me out on mon afternoon im so sorry but im helping tutor my friend for cc xx,surprise
home from gallery opening in woodstock ny frined had work on display much great cool and interesting art to be seen,love
